Category,Descript
activation,"Our results showed that in cervical cancer cell lines HeLa/SiHa, Rac1 activation in hypoxia could stimulate invasion and migration, and this process was mediated by integrin Î±vÎ²3-mediated FAK and PI3K phosphorylation."
suppressed,"Importantly, we demonstrated that the silencing of TrKB suppressed the activation of EMT via the downregulation of N-cadherin, vimentin, matrix metalloproteinaseÂ (MMP)2 and MMP9, and the upregulation of E-cadherin and tissue inhibitor of metalloproteinasesÂ (TIMP)2, which resulted in suppressed cell proliferation, migration and invasion."
activation,"Importantly, we demonstrated that the silencing of TrKB suppressed the activation of EMT via the downregulation of N-cadherin, vimentin, matrix metalloproteinaseÂ (MMP)2 and MMP9, and the upregulation of E-cadherin and tissue inhibitor of metalloproteinasesÂ (TIMP)2, which resulted in suppressed cell proliferation, migration and invasion."
inhibition,"Importantly, we demonstrated that the silencing of TrKB suppressed the activation of EMT via the downregulation of N-cadherin, vimentin, matrix metalloproteinaseÂ (MMP)2 and MMP9, and the upregulation of E-cadherin and tissue inhibitor of metalloproteinasesÂ (TIMP)2, which resulted in suppressed cell proliferation, migration and invasion."
induced,The major causative agent of cervical cancer is human papilloma virus (HPV); the viral proteins E6 and E7 induce carcinogenesis through the inactivation of the host tumor-suppressor gene.
activation,"It was also found that the expression of ERÎ±, Akt or nuclear NF-ÎºB p65 protein was activated by Gen."
activation,"In addition, the downstream genes of activated nuclear NF-ÎºB p65 were found to be associated with cell cycle and apoptosis of cancer cells."
activation,Our results suggested that Gen may stimulate cell proliferation partially through the estrogen receptor-mediated PI3K/Akt-NF-ÎºB pathway and the further activation of the downstream genes of nuclear NF-ÎºB p65.
regulated,"Reactive oxygen and nitrogen species (RONS) regulate a plethora of processes inducing cellular proliferation, differentiation and death."
inhibition,"Amiloride, a synthetic inhibitor of urokinase plasminogen activator (uPA), is involved in these events."
activation,"Amiloride, a synthetic inhibitor of urokinase plasminogen activator (uPA), is involved in these events."
activation,The up-regulating of mRNA expression level of GRP78 and activation of UPR are a molecular basis of QA-induced ER stress.
inhibition,"We conclude that miR-486-5p stimulates cell proliferation, migration, and invasion through inhibition of PTEN expression and activation of the oncogenic PI3K/Akt pathway in cervical cancer."
activation,"We conclude that miR-486-5p stimulates cell proliferation, migration, and invasion through inhibition of PTEN expression and activation of the oncogenic PI3K/Akt pathway in cervical cancer."
activation,"R7 treatment activated PTEN and downregulated mTOR phosphorylation without affecting mTOR expression, though regulatory-associated protein of mTOR (raptor) expression declined."
activation,"The BAFF receptor BR3 plays key roles in B-cell activation, maturation, and survival whereas the function of BR3 on T lymphocytes is less well characterized."
activation,Previous reports have demonstrated that BR3 costimulates human T-cell activation in vitro in the presence of high nonphysiological levels of plate-bound BAFF.
activation,"Here, relying on the soluble and membrane-bound BAFF expressed by T cells themselves, we investigated the function of BR3 on activated primary CD4 and CD8 T lymphocytes using a BR3-specific neutralization antibody and shRNA gene down-modulation."
activation,"Together, our data indicate that BR3 neutralization increases the activation and cytolytic function of CD4 and CD8 cytotoxic T lymphocytes."
induced,Tumor necrosis factor-related apoptosis-inducing ligand (TRAIL) is a cytokine that selectively induces apoptosis in many tumor cells and is an attractive candidate for antitumor therapies.
activation,"Additionally, we found that upstream signaling PI3K/Akt and NF-ÎºB pathways-mediated cell apoptosis was activated by TRAIL and suppressed by fucoxanthin."
suppressed,"Additionally, we found that upstream signaling PI3K/Akt and NF-ÎºB pathways-mediated cell apoptosis was activated by TRAIL and suppressed by fucoxanthin."
activation,"Cathepsin G is a serine protease secreted from activated neutrophils, it has important roles in inflammation and immune response."
induced,"Interestingly, Cat GI induced down-regulation of survivin via 5-lipoxygenase (5-LOX)-mediated reactive oxygen species (ROS) production."
inhibition,"Conclusion: Results of
the present study provide evidence that Akt activation may be implicated in the tolerance of HeLa cells for nutrient
starvation and may help to suggest new therapeutic strategies designed to prevent austerity of cervical cancer cells
through inhibition of Akt activation."
induced,The E7 oncoprotein may additionally directly bind and induce methyl transferase activity of the enzyme.
activation,"E6 activates and redirects E6-associated protein (E6AP), an E3 ubiquitin ligase."
activation,"In addition, activation of the aryl hydrocarbon receptor (AHR) induces Ube2l3 expression, resulting in p53 ubiquitination and degradation."
induced,"In addition, activation of the aryl hydrocarbon receptor (AHR) induces Ube2l3 expression, resulting in p53 ubiquitination and degradation."
activation,"In the present study, our in vitro and in vivo studies demonstrated that silencing FLNa expression in lung cancer cell line A549 cells promoted proliferation, migration, and invasiveness of A549 cells by enhancing the activation of epidermal growth factor receptor and ERK signaling pathway."
activation,"O-tetradecanoylphorbol-13-acetate (TPA) on upregulation of ERK1/2 activation, MMP-2 expression, cellular migration, and invasion of HeLa cells."
induced,The expression of MMP-14 and regulators of its activity is aimed at enhancing the tumor destructive (invasive) potential in the pericellular space and can occur (be induced) in the morphologically normal uterine tissue apparently with involvement of signaling through the epithelial-mesenchymal interaction.
suppressed,"PARP1 and PARP2 depletion suppressed the phenotype while PARP2 overexpression enhanced it, suggesting that olaparib-bound PARP1 and PARP2 rather than the lack of catalytic activity causes this phenotype."
induced,"All the results of the study suggest that QCT induced the apoptosis of Y79 cells via activation of JNK and p38 MAPK pathways, providing a novel treatment approach for human RB."
activation,"All the results of the study suggest that QCT induced the apoptosis of Y79 cells via activation of JNK and p38 MAPK pathways, providing a novel treatment approach for human RB."
activation,"In particular, we found that TSC-22 interacted with the intracellular tyrosine kinase insert domain (539-749) of CSF-1R, which activates the AKT and ERK signaling pathways."
binding,"Analysis of Myc mutants demonstrated that both the transactivation domain and HLH domain of Myc protein were required for binding E6 and for the consequent transactivation of the hTERT promoter, by either Myc or E6."
activation,"Thus, E6/Myc interaction triggers the transactivation of the hTERT promoter by modulating both histone modifications, Pol II phosphorylation and promoter engagement, suggesting a novel mechanism for telomerase activation and a new target for HPV- associated human cancer."
activation,"Chromatin immunoprecipitation assays showed that ATXN1 bound to the promoter region within cyclin D1 and activated cyclin D1 transcription, resulting in cell proliferation."
induced,Our data indicate WGA induces paraptosis-like cell death without caspase activation.
activation,Our data indicate WGA induces paraptosis-like cell death without caspase activation.
activation,The results of the present study suggested that TLR4 signaling primarily promoted HIF-1Î± activity via activation of lipid rafts/NADPH oxidase redox signaling and may be associated with the initiation and progression of cervical cancer.
activation,"Here, we demonstrate, for the first time, that OSMR overexpression in SCC cells activates cell-autonomous feed-forward signalling, via further expression of OSMR and OSM and sustained STAT3 activation, despite expression of the negative regulator suppressor of cytokine signalling 3 (SOCS3)."
activation,"Here, we demonstrate, for the first time, that OSMR overexpression in SCC cells activates cell-autonomous feed-forward signalling, via further expression of OSMR and OSM and sustained STAT3 activation, despite expression of the negative regulator suppressor of cytokine signalling 3 (SOCS3)."
